47,24
0,90
9,60
23,91
55,65
3,40
58,46
17,99
70,62
66,43
41,79
35,42
3,71
92,93
14,97
69,89
46,48
16,83
20,35
24,64
4,69
73,51
84,46
41,29
17,73
95,44
1,39
37,89
66,15
4,100
19,25
83,1
83,17
25,27
50,38
29,63
98,21
20,32
40,16
1,5
59,52
4,51
48,14
18,18
49,29
28,96
83,53
0,56
29,35
72,94
81,52
12,47
17,71
61,79
28,71
11,91
63,63
51,34
81,55
62,21
23,13
76,86
51,56
67,23
4,49
43,59
34,56
44,32
99,26
24,96
1,73
24,50
65,34
39,9
10,51
8,24
36,46
68,91
17,51
61,85
24,22
18,97
36,96
98,80
18,91
19,70
19,14
76,19
29,67
83,50
60,0
30,41
28,83
37,82
95,36
23,55
8,18
29,59
72,42
75,79
51,46
4,24
54,7
16,66
49,42
31,52
2,94
86,32
95,44
5,81
82,42
61,64
16,36
54,16
98,49
26,24
14,18
36,83
82,39
12,3
33,32
91,57
69,16
10,65
5,36
9,53
100,6
9,36
1,74
75,26
43,78
73,96
77,69
46,58
4,17
98,36
67,27
11,96
93,85
51,38
28,82
26,47
88,4
51,2
24,98
33,36
76,44
47,22
32,87
41,62
72,52
12,37
53,42
83,44
91,67
33,39
19,99
55,50
18,30
94,90
83,7
86,46
97,81
100,78
29,82
7,3
4,79
47,29
64,99
15,81
100,24
96,50
44,79
46,67
34,43
68,79
33,55
17,65
69,64
53,6
32,62
90,76
91,10
72,94
47,12
44,65
87,98
11,46
40,36
66,37
32,72
22,56
96,38
29,5
81,15
22,15
96,72
54,67
20,22
52,68
28,17
16,56
90,88
38,1
41,67
99,77
18,76
94,24
85,51
0,37
96,73
39,11
77,93
81,47
16,73
13,27
61,67
44,94
75,41
82,51
24,14
9,85
55,71
87,3
42,78
75,65
11,51
3,59
9,98
76,35
75,19
11,17
93,93
7,57
10,67
20,41
74,9
18,45
99,77
27,76
33,7
64,98
72,100
46,75
97,62
91,86
90,19
78,88
9,37
75,99
2,19
27,49
3,1
8,10
25,96
51,72
3,48
83,94
80,95
78,73
3,85
24,77
9,48
72,2
11,94
11,2
79,70
61,42
45,93
99,57
72,73
73,39
73,27
61,97
50,13
57,78
41,67
79,11
20,41
85,36
11,75
96,37
50,58
29,77
47,2
60,87
47,76
79,38
85,72
3,13
15,93
99,46
65,46
92,96
97,34
71,20
96,35
42,31
59,69
14,7
80,15
90,98
66,38
72,27
57,56
43,30
22,13
10,87
25,1
74,58
40,63
28,32
90,86
86,59
47,63
95,71
28,37
47,54
74,6
10,68
0,74
20,3
23,91
70,0
10,9
2,26
60,50
97,3
85,76
64,71
70,84
19,26
34,87
86,7
52,2
82,2
17,2
51,96
95,27
79,63
95,29
87,71
67,83
27,52
68,82
26,59
31,99
25,29
0,17
39,17
52,60
17,51
99,12
10,19
54,3
45,30
96,51
45,96
45,67
65,90
74,34
99,17
70,54
27,35
100,98
30,36
92,94
61,36
15,14
35,29
80,90
44,6
58,65
68,91
90,63
97,72
13,83
80,11
76,50
88,10
38,21
59,97
92,99
37,42
18,53
48,90
44,17
73,85
95,5
85,33
20,100
65,79
23,36
2,18
6,88
53,90
52,58
39,74
82,21
89,9
31,30
67,9
3,28
19,80
44,69
13,73
96,18
36,62
71,46
55,91
61,14
88,53
99,36
44,29
98,93
69,39
17,86
40,100
64,17
94,37
65,56
7,3
16,36
60,90
80,77
3,65
7,58
71,98
95,97
18,27
54,49
56,64
56,3
24,44
8,65
48,10
71,100
20,31
33,52
16,57
74,66
71,36
9,6
71,15
44,9
23,53
15,18
69,75
57,77
1,62
83,18
67,92
16,68
77,1
9,60
58,61
25,47
5,21
97,51
60,14
21,46
52,3
20,80
16,44
58,92
57,14
9,80
12,77
26,8
98,51
88,94
66,8
15,31
